Non-Grammar,Full
NN NNP ( NN : ) VBP NN NN JJ NN RB JJ NNS VBP JJ NN NN VBD NNP VBD NN NN VBD NNS JJ NNP NNS VBP `` POS NN `` NNP NNP : NNP NNS VBG NN NNP VBZ RB NNS VBN NN NN '' JJ NN NN NN : '' JJ POS NN . VB VBN RB NNP VBD NNP NNP NN ( RB NN ) : NN NN . JJ NN VBP NN VB JJ NN NN NN VBP NN : : VBD JJ NN IN NN NN VBZ IN NN NN . NN NN . JJ NN NN VBG NN . NN CC NN VBD VBG CD NNS IN VBG : NNS VBP : NN JJ JJ NNS VBP VBN RB NNP VBZ JJ NN JJ NNP NN SYM : NN ( NN ) NNP NNP NNP CD . CD NNP `` JJ JJS NN NN `` NN NNP VBD JJ NN NN CD . CD : CD NN NN JJ NNP : NN NNP NN JJ : JJ NNS VBG IN VBG NNP JJ NN NNS VBP : VBN NN NNP NN VBZ NN NN . ,NN NNP ( NN : DT ) IN JJ NN NNP NNS VBP RB VB RB DT JJ NNS VBP JJ NN IN DT JJ CC DT NN NNP VBD IN NN NN VBP VBN WRB DT VBZ JJ NNP DT NNS TO DT NN `` NN '' JJ NN TO `` NNP NNP IN : NNP NNS IN VBG DT NN NNP VBZ RB NNS VBN NN NN NN '' JJ NN TO VB NN NN : '' JJ POS NN . NN VBZ VBN RB NNP VBD NNP NNP NN ( RB IN NN ) : JJ NN IN . JJ NN PRP VBP DT NN TO VB JJ NN CC NN IN NN VBP NN IN : : VBD JJ NN IN NN CC NN NNS IN NN NN . NN CC NN . VB VBP RB VB IN DT NN WRB VBG NN . RB IN NN CC NN VBD VBG CD NNS IN VBG NN : VBZ NN : NN IN JJ JJ NNS DT NN VBD RB VBN RB NNP VBZ JJ NN JJ NNP VBP RB VBG IN DT JJ : NN ( IN DT NN ) IN NNP NNP NNP CD . CD NNP MD VB DT `` JJ RB NN IN PRP VBP `` NN NNP VBD JJ NN NN IN CD . CD : CD NN NN RB JJ NNP : NN IN NNP CC DT NN JJ : NN DT JJR NNS VBG IN NNP VBG IN NNP JJ NN NNS IN NN : VBN NN NNP NN VBZ IN NN NN . 
NN NNS NN NN NNS VBG JJ NN RB VBG JJ NN NNP NNP NNS NNP NN NN JJ NN NNS . NN SYM : CD : CD JJ : CD NNP NNP NNP VB NN VBD JJ CD NN JJ NN NN NNP NN `` VBD NNS `` NNS : NN VBP IN JJ NN VBD JJ NN NNS VBD JJ NNP `` NNP `` NNP NNP NN NNP NN . JJ NNS JJ NNS VBP NNS NNP VBG NNP NN . ,DT NN VBZ DT NN NN NNS VBG DT NN NN RB IN VBG DT NN NN NNP IN NNP NNS NNP NN WRB NN VBP TO VB DT NN NNS . NN VBZ JJ : CD : CD RB JJ : CD NNS IN NNP NNP RB VB NN IN JJ VBD TO VB DT CD NN JJ NN NN MD RB VB `` VBN NNS `` NNS : NN VBZ RB VB IN JJ NN VBZ VBN IN NN TO DT NN WDT VBZ DT JJ NN NNP `` NNP IN `` IN NNP NNP NN NNP NN . JJ NNS IN JJ NNS CC NN NNS NNP NN IN DT NNP NN . 
VBG NNP JJ NN NN JJ NN NNS VBP NN JJ NN NNP NN VBD NNS VBP JJ NNP NN NN NN IN NN ( NN . ,VBG NNP TO JJ NN NN IN JJ NN NNS VBP NN IN JJ NN NNP NN IN JJ NNS TO VB JJ NNP TO VB NN NN IN TO VB ( NN . 
IN NN ) VBD NNS VBZ DT NN NN JJ NN . ,NN IN DT NN ) VBD NNS VBZ DT NN NN NN VBZ DT NN . 
NNP JJ NN NN JJ NNP NNP NNP VBZ NNP VBD JJ NN NN NN VBD JJ NNP POS NN VBZ JJ NNP NN NNS VBP RB VBG NN RB NN VBG NNP NNS CD CD NNS VBG NN ( NN . NN . FW ) NNP NN VBG NNP NNP NN NN NNP NNP NN : : JJS NN VBG NN NN NNS NNP NNP JJ NN VBD `` NNP NN `` NN . ,NNP JJ NN NN JJ NNP NNPS IN NNP NNS NNP VBD DT JJ NN NN IN NN RB VBN IN JJ NNP NN '' JJ NN NN IN DT NN NNP WRB NN VBZ NN CC NN VBZ VBG NN RB CC VBZ RB VB VBG NNP NNS IN CD CC CD NNS IN VBG DT NN ( NN . NN . FW ) NNP NN VBG NNP NNP NN IN NN NNP NNP NN : : JJS NN NNP NN IN JJ NNS IN NNP NNP JJ NN WRB VBN IN `` NNP NN `` IN NN . 
NNP . ,NNP . 
NNP RB VBP JJ JJ NN CD : JJ : NN NNP NN NN NN NN : NN NNP VBG NN NN NNP NN VBD JJ NN NNS VBP `` JJ `` NN NNP NNP NN NN . ,NNP MD RB RB VB IN JJ NNS WRB PRP VBP DT CD : JJ : NN NNP NN NN NN IN NN : NN IN NNP WRB VBG DT NN NN NNP NN VBD IN JJ NN NNS VBP `` VBN `` VBZ RB VB NNP NNP NN NN . 
NNP NN NNS VBD RB JJ VBG JJ NN NNP NN NNS VBP VBG JJ NN NNS VBP NN PRP VBP JJS NNS VBD CD . CD JJ NN NN NNP NNP NN NN PRP VBD : NN : NN '' JJ NN NN '' NN NN JJ . NN NN VBD JJ NNS VBG VBG NN NN NN JJ JJ NN NN NNP NNP NN NN ( NN . NN . ,NNP NN IN NNS VBN IN DT NN VBZ VBN VBG JJ NN IN NNP NN NNS VBP VBG JJ NN NNS VBP NN PRP VBP DT NN IN JJS NNS IN JJ CD . CD JJ NN NN IN NNP NNP IN NN NN WRB PRP VBD : NN : NN '' JJ NN TO VB '' IN DT DT NN NN JJ . NN NN VBD IN JJ NNS VBG WRB VBG DT NN NN NN NN IN DT NN NN NN NNP NNP IN NN NN ( NN . NN . 
NNS NNP NN ) VBZ JJ NN NNP VBG NN NN NNP VBD SYM : PRP VBZ NNP NNP VBG NN NN NN NN NN NN IN `` NN `` JJ NN NN NN VBG JJ NN NN NN VBG JJ NN NN JJ NNP NNS VBP RB NNS . ,NNS IN NNP NN ) VBZ JJ NN NNP NN IN NN NN NNP VBD TO VB : PRP WRB NNP IN NNP NNP WRB VBG NN NN VBP RB VB NNS NN IN NN NN `` NN `` JJ NN IN JJ NN WRB VBG JJ NN IN NN NN WRB VBG JJ NN NN IN JJ NNP NNS VBP RB VB RB IN NNS . 
JJ NN NNP NNP NN NNP NN NNP NN NNP POS NN NN NN NN NNS NNP NN '' JJ JJ : NN NN NNS NN NNS JJ JJ NN NN NNS VBP VBG VBG NN . ,DT NN NN NNP NNP NN NNP NN NNP NN IN NNP NN '' NN VBP DT NN NN TO VB NNS NNP NN NN '' NNS RB IN JJ : NN NN NNS IN NN NNS VBP IN JJ NN NN NNS VBP VBG IN VBG IN DT NN . 
( VBG RB VBG ) NNP NNP JJ NNS VBN NNP RB VBD VBG NNS NNS VBP JJ NN NN NNP NN NNS VBP NN NN VBP JJ NN NNS NN NN NNS POS NN NNS . ,( VBG RB VBG ) NNP NNP JJ NNS VBZ VBG VBN NNP RB VBD VBG NNS CC NNS VBP JJ NN NN IN JJ NN NNS VBP NN NN TO VB JJ NN NNS NN IN NN NNS MD '' VB NN NNS . 
( IN NNP : NN ) JJ NNS NN NNS VBP NN NNS . ,( IN NNP : NN ) JJ NNS IN NN NNS VBP IN DT IN NN NNS . 
NNP NN NNP RB VBZ NNP JJ NN . ,NNP NN NNP RB VBZ JJ NN VBZ RB VB . 
JJ NNP VBD NNP NN '' NN IN PRP VBD NN NN NNP : NN NN NNS NNP VBG RB JJ NNS VBP JJ NN NNS JJ VBP VBG NN NN VBD JJ NN NN . ,NNP NNP RB VBD IN NNP NN '' NN IN PRP VBP VBN PDT DT NN IN DT NN WDT IN DT NNP : NN NN NNS NNP IN VBG WRB VBG NNS CC JJ NNS VBP JJ NN IN DT DT JJ NN NN WRB VBG DT NN TO DT NN VBZ RB VBN RB TO DT NN NN . 
NN VBZ NNP NN JJ NN VBG NNP NN . NN . NNS . VBN NN NNP : NN : NNP NN NN NN NNS JJ NN NNS VBP NN JJ NNP NNP NNP NNP NNP NNP : NNP NN NN . ,NN VBZ IN NNP NN VBP IN JJ NN IN VBG RP NNP NN . NN . NNS . VBN IN NN NNP : NN : NNP VBZ RB DT NN NN VBZ RB VB NNS RB DT JJ NN NN VBP DT NN TO VB DT NNP NNP NNP IN NNP NNP NNP : NNP DT NN NN . 
NN : NNS NNP VBP RB VBN NNS ( . NN . ,NN : NNS IN NNP MD RB VB RB VBN NNS ( NN . NN . 
NNS VBD JJ NNP FW NN NN JJ NNS NN CD CD . JJ NN JJ NN . NN VBD RB JJ NN NNP NN NNP VBZ NNP NN NNS VBP JJ : NN NN RB JJ EX `` RB VB `` NN : : NN NN NNP VBD NN NNS VBP DT NNP JJ NNS IN NN NN NNP VBG NNS . NN NN NN . ,NNS VBN IN NN CC NN NN WRB EX VBZ DT JJ NN JJ NNS IN NN CD CC CD IN . JJ NN VBZ JJ NN . NN RB VBN RB IN NNP NN NNP NN NNP VBZ IN NNP NN NNS VBP JJ : NN JJ RB IN JJ EX MD VB DT `` RB IN JJ `` NN : VBZ : NN IN JJ NN VBD JJ NNS VBP IN DT NN MD VB NNS IN DT NN NN VBZ NNP WRB VBG NNS . NN NN NN . 
NNP NN NNP NN NNP ( NNS ) VBP JJ : NN : NN NN RB VBG NN JJ NNP JJ NN NN JJ NN VBZ JJ JJ NNP NN NN JJ NNP ( JJ NN ) VBG NNP NNP NN VBD NN NN NNP DT NNP NN RB VBZ VBG NNS POS NN NNP : NN NN NNS VBP JJ NNS NNP RB VBZ JJ CD . CD . CD NNS MD VB CD . CD . CD NNPS NN NN VBZ RB JJ NN NN NNP NNP VBZ NNP NN NN : JJ NN NNP NN NNP JJ NN NN VBG `` JJ NN `` JJ NN NNS VBP VB `` NNP NNP `` VBG JJ NN NNP NN NN VBG JJ NNP NNP NNP NNP : NN NN IN VBG NNP NN '' NN NNP NNP NNP NN JJ NN JJ NN VBZ RB JJ NNP NNP NNP NN VBZ JJ RB NNP NNP NNP NN NNP NNP NN VBG NNP NNP NNP NN NN NN NN NN NN NN NNP : VBG IN NNP NNP NNP NNP NNP NNP TO NNP NNP NNP NNP NNP NN NN NN NN NN NN NN NNP VB `` NN . NN `` JJ NN NNP VBZ RB JJ JJ NNS VBG NNS POS NN IN `` : NN `` NN NNP NN '' VBD NNP NN VBG `` NNS VBP NNS `` NNP NNP NN : `` NNP `` JJ NN JJ `` NNP NNP NNP `` NN NN : NN : NNS . NNS VBP VBG NNP NNP VBG RB . NN . JJ NNS NNP CD NN NNP CD NN NNP NN NN . JJ NNP NNP : NNP NN NN : VBP DT NNP NN NN NN VBG NNS POS NN NN VBD RB JJ NN NN NNS NNP VBP NNP NN NNS NN ( JJ NN ) NNP NNP NN NN : NN NNP VBZ RB JJ IN NN CC VBG JJ NN JJ NNS JJ VBG JJ NN JJ NN NN `` NNP NNP `` VBZ JJ JJ NN : NN `` NNP `` NN . VB IN NN VBD VBG RB IN VBG NNP CD . CD NNP POS NN `` SYM : NN `` NN . VB VBG NNP NNP RB VBD VBN NNP NN VBG NN NNS VBD JJ NNS NNP RB NNP NNP NNP NNP NNP NNP NNP NNS VBP POS NN NNP NNP NN NNS NNP NNP NNS NN NN ( ) NN NN NN NN NNP `` NN . NN . NN . NN '' JJR CD NNS VBP RB VBP JJ NN NN JJ JJ NNP : NN NN VBG VB NN VBN NNP NN IN NN NN NN NNP NNP : NNS JJ NNS `` VBP `` NN NN NN JJ NN NNP NN NN NNP NN NN RB JJ JJ NN NN NN NN NN RB NNP NNP NN VBN NNP NN . NN . ,NNP NN NNP VBZ VBN NNP ( JJ IN NNS ) VBP JJ : NN : NN NN RB VBG IN NN IN JJ NNP JJ NN NN IN JJ NN VBZ JJ JJ NNP NN NN RB JJ NNP ( JJ NN ) VBZ RB VBG NNP NNP NN CC VBD NN NN NNP IN DT NN VBZ RB VB RB IN NN NN VBZ DT '' NN NNP : NN DT NN IN NNS NNS MD VB IN JJ NNP RB VBZ JJ CD . CD . CD NNS MD VB CD . CD . CD NNPS NN NN VBZ RB WRB VBG NN NN NNP NNP VBZ NNP NN IN NN : JJ NN NNP NN MD VB JJ TO VB RP NN NN IN `` JJ NN `` IN JJ NN NNS MD RB VB NN IN `` NNP NNP `` VBG JJ NN NNP RB IN NN NN IN VBG JJ NNP IN NNP NNP NNP : NN IN NN IN VBG NNP NN NN '' JJ NN IN NNP NNP NNP NN JJ NN IN NN IN NN VBZ RB IN JJ NNP NNP IN JJ NN VBZ NN IN JJ NNP NNP NNP NN IN NNP NNP NN VBG NNP NNP NNP IN NN VBZ IN JJ NN VBZ RB VB NN TO VB NN NNP : VBG IN NNP NNP NNP NNP NNP NNP TO NNP NNP NNP NNP NNP IN NN VBZ IN JJ NN VBZ VB NN TO VB NN MD PRP VB `` NN . NN `` DT JJ NN NNP RB VBZ IN DT JJ NN JJ NNS IN DT VBG NNS POS NN IN `` IN : NN `` VB RB VB NNS VB MD '' RB VB VBN IN NNP NN IN VBG `` NNS VBP NNS `` NNP NNP NN : `` NNP IN `` JJ NN MD VB JJ `` NNP NNP NNP `` NN NN : NN : NNS . NNS VBP VBG NNP IN NNP VBZ VBG RB . NN . JJ NNS NNP IN CD NN NNP CD NN NNP CC NN IN NN . JJ NNP NNP : NN VBZ RB VB NN : VBP DT NNP NN IN NN NN IN VBG DT NNS VBP '' JJ NN NNP RB VBD RB JJ NN NN NNS TO NNS JJ NNP NN IN NNS NN ( JJ NN ) IN NNP NNP NN NN : NN NNP VBZ RB IN JJ NN NN CC VBG JJ NN VBZ RB JJ NNS VB WRB VBG DT JJ NN JJ NN NN `` NNP NNP `` VBZ RP RB JJ JJ NN : VBZ RB `` NNP `` NN . VB IN DT NN MD RB VB VBN IN VBG PRP RB IN VBG NNP CD . CD NNP NN '' JJ NN WRB `` SYM : NN `` IN NN . NN VBZ VBG NNP IN NNP CC JJ NN VBZ VBN IN DT NNP NN WRB VBG NN NNS IN JJ NN NNS NNP RB RB NNP IN DT NNP NNP IN NNP NNP NNP DT NNS TO DT NN NN '' JJ NN NNP NNP NN NNS NNP CC NNP NNS NN NN ( ) MD VB VB IN JJ NN NNP IN `` NN . NN . NN . NN '' VBZ JJR IN CD NNS VBP RB VB RB IN NN NN NN IN NN VBZ RB IN JJ JJ NNP : NN NN NN MD RB VB NN IN VBN NNP NN IN NN NN NN NNP NNP : NNS MD VB JJ IN DT NNS `` VBP `` NN JJ NN VBZ RB VB IN NN MD RB VB IN DT NN IN NNP NN IN NN JJ NN CC JJ NN NN NN NN VBZ RB VB RB NNP NNP NN VBZ VBN IN NNP IN NN . NN . 
NN SYM : SYM : IN NNS JJ NN NN NN NNS VBP JJ NN NN NNS NNP VBZ NNS : NN NN . NN . JJ JJ NN NNP NN . JJ JJ NN NNP RB VBZ . ,NN SYM : SYM : IN NNS JJ NN TO RB VB JJ NNS CC TO VB NN IN NN NN NNS JJ NNS IN NN : JJ NN . NN . JJ JJ NN NNP NN . JJ JJ NN NNP RB VBZ VBN . 
JJ NN NNS NNS NN NNP VBZ JJ JJ NN NN IN NNP NN PRP VBP JJ NN NN NNP JJ NN VBD NNS VBN ( IN CD ) NNP NN NN NN NN CD NNS RB VBP JJ IN NN NN : NN : NN VBZ JJ NNS NN NNP JJ NN VBP NNP NN NN VBD VBG RB NN NNP NNP NNP NNP NNP ( NNP ) VBZ JJ NN NNP NNP NNP NNP . NNP VBD JJ NNS . ,JJ TO VB DT NNS IN NNS IN DT NN NNP NN CC NN NN IN VBG NN IN NN NNP NN PRP VBP DT JJ NN NN NNP WRB DT JJ NN IN JJ NNS VBP VBN ( IN CD ) NNP NN MD VB NN NN CD NNS IN NN NN VBZ JJ IN NN NN : NN : NN VBZ JJ NNS IN NN NNP JJ NN VBZ RB VB NNP NN NN VBD VBG RB NN IN NNP NNP NNP NNP NNP ( NNP ) VBZ IN VBG NN NN NNP NNP NNP WRB NNP . NNP VBZ VBN IN JJ NNS . 
IN NNP VBP RB VBN RB : NN VBG NNP NNP NN VBD VBZ NNP NN NN VBG NNP NN NN NNS `` WP NNP NNP NN . `` ,IN NNP NN VBP RB JJ WRB TO RB VB : NN VBG NNP NNP IN DT NN VBD VBZ NNP NN IN NN VBG DT NNP NN NN NNS IN DT `` WP MD NNP NNP VBP IN DT NN . `` 
NN VBZ JJ NNS NN NNS NNP NNP VBZ NN VBD NNP VB VBD NNP VBG NNS NNP : NNP NN NN NN JJ ( JJ NN VBG JJ NNS ) NNP NNP NNP NN VBG JJ VBG NNP NNS NNP VBG NN NN JJ JJ NN VBD NN NNP POS JJ NN NNP POS VB NN NNS NNP : NN NN NN RB JJ : NN : NN VBZ NNS JJ NNP NNP CD . CD NNP NN VBD VBG NN VBG NN VBZ JJ JJ NN VBG NN ( VBZ NN ) NNP NN RB JJ NNP VBD NNP : NN NNS POS NN NNP NN NN VBZ VBN RB VBN NNP VBD NNS NNS POS NN NN NNP NN NNS VBD NN NN NN NNP NN NNS VBD NN NN `` NNP NNP NNP `` VBZ JJ NN NNS RB VBG . NN ( JJ NNS ) NNS NNP NNP JJ NN NNP NNS VBG NNP NNP NN VBZ JJ VBG `` NNP NNS `` NNS NNS VBP '' JJ NN POS NN NNP NN ( JJ JJ NN NNS ) VBP JJ NN NN VBZ JJ NNP : NN VBZ VBP JJ NNP NN NN NN NNP POS NN VBD NNS . ,NN VBZ JJ NNS NN NNS NNP NNP NNS IN DT NN VBZ VBN NNP MD VB DT JJ NNP WRB VBG IN NNS NNP : NN MD VB DT NN NN JJ ( JJ NN IN VBG JJ NNS ) NN IN NNP NNP NN WRB VBG VBD VBG NNP NNS IN NNP VBZ VBG TO VB DT NN NN CC DT JJ NN VBZ VBN IN NN NNP POS NN JJ NN NNP POS JJ NN CC NN NNS NNP : NN IN NN IN NN VBZ RB VB SYM : NN : NN VBZ NNS JJ IN NNP NNP CD . CD NNP NN VBZ RB VBN RB IN VBG JJ NN NN NNS VBP RB VBN JJ NN WRB VBG NN ( VBZ NN ) NNP NN RB WRB JJ NNP VBD NNP : NN NNS VBP '' JJ NN IN VBG NN NN VBZ VBN RB VBN NNP VBD IN NNS IN NNS VBP '' JJ NN NN NNP MD VB NN NNS IN NN IN NN NN NN NNP MD VB NN NNS IN NN IN NN IN `` NNP NNP NNP `` VBZ JJ NN NNS RB VBG . NN ( JJ NNS ) NNS IN NNP NNP VBZ VBN JJ NNP NNS IN VBG NNP NNP NN VBZ JJ NNP IN `` NNP NNS `` VB DT NNS VBP '' JJ NN POS NN IN NNP CC NN ( WRB RB VBP JJ JJ NNS ) CC JJ MD VB IN DT NN IN JJ NNS JJ NNP : VBD NNS MD VB RB NNP DT NN NN IN NN NNP POS NN VB VBN NNS . 
NNP VBD . ,NNP VBZ RB VBG VBN IN DT . 
IN NNS VBP NN VBN JJ NN JJ NNS : NN NNS : NN NN VBD JJ NN NN NN JJ NN : VBZ NNP JJ NN NN RB VBN NN NN NN VBN ( JJ ) NN JJ NN NN NN NNP NNP NN JJ NN NNP NNP NN NNS JJ NN NN VBD NN NN RB VBZ VBG NNS VBG NN JJ NNP NNPS NNP NNP NN VBZ VBG RB VBG JJ NN NNP NN NNS VBP JJ NN NNP NN JJ CD . CD NNP NN NN ( NN VBG JJ NN ) NNP JJ NNP VBP JJ NN NN NNP NN IN `` NN '' NN . . IN `` NNP `` `` NNP `` JJ NNS NN ( ) NN . NN NNS JJ NNP NNS VBP NNP NNP NNP NN NNS VBG NNS VBZ VBG JJR . ,IN DT NNS VBP NN VBN TO JJ NN JJ NNS : NN NNS : NN NN VBN VBZ JJ NN IN NN NN JJ NN : RB VBZ NNP IN JJ NN IN NN VBD RB VBN IN NN NN MD RB VB VBN ( JJ ) NN JJ NN NN NN IN NNP NNP NN IN DT JJ NN NNP NNP NN NNS TO JJ NN WRB NN VBD NN NN RB VBZ VBG NNS IN VBG NN JJ NNP NNPS NNP NNP NN VBZ VBG RB IN VBG JJ NNS NNP MD RB VB NNS TO DT NN IN DT JJ NN NNP NN MD VB JJ TO CD . CD NNP NN NN ( IN NN RP VBG JJ NN ) NN VBZ RB VB IN MD NNP TO VB CC VB NN IN JJ NNP NN IN `` JJ CC PRP VBP '' JJ NN . IN . NNS VBZ DT `` NNP `` RB DT `` JJ `` IN NN NNS NN ( ) NN IN . NN NNS VBZ JJ NNP NNS VBP IN NNP NNP NNP VBZ IN VBZ RP WRB VBG NNS VBZ VBG JJR . 
NNP NN '' VBN NN : : NN NNP NN VBG NN NNS VBP NN '' NN NN JJ NN JJ JJ NN JJ NN VBD : NN NNS VBP NN NN SYM : NN JJ JJ : NN NNP NN '' NN NNP NNP POS NN NNP NN NN NNS NNP RB VBD VBG NN NN NNP NN VBG NN '' JJ NNP NN VBG NN NN JJ VBP JJ NN NN NN NN POS NN NN NN NNP NNP NNP : NN NNP NN NNP . NN VB JJ NNS . NN NNP VBD JJ NN : : JJ NNP NNP NN VBD JJ NNS RB JJR VBG JJ NNS RB VBD NN NNP NNP VBG NN VBD JJ NN VBD RB VBN NN ( NNP : NNP : NNP . ) ,NNP NN NN '' NN VBD IN NN : : NN NNP NN VBG NN NNS VBP NN VBD POS JJ NN IN NN CC NN NN JJ JJ NN IN DT NN TO VB JJ : NN NNS VBP NN IN DT NN SYM : NN IN DT JJ JJ : NN IN NNP NN NN '' JJ NN NNP IN NNP POS JJ NN NNP NN NN NNS NNP RB VBD WRB VBG NN RB JJ NNP NN VBG NN NN '' JJ NN TO NNP NN VBG DT NN NN TO VB DT NN IN DT JJ NN NN NN IN DT NN POS NN NN NN VBZ JJ NNP NNP NNP : NN TO NNP NN NNP . NN VB JJ NNS IN DT . NN NNP VBD JJ NN : RB MD VB : JJ NNP NNP NN WRB JJ NN NNS RB JJR IN JJ JJ NNS RB VBD NN IN NNP NNP VBG IN DT NN TO VB VBN JJ IN NN VBP NN NN NN ( NNP : NNP : NNP . ) 
JJ JJ NN RB JJ JJ NNP NNP RB VBG NNP NNP NN VBG NN . VB JJ VBG VBG NNP NN NNS VBP RB JJ VBN NN NNP VBD NNP JJ NN POS JJ NN NN '' NN JJ NN NN NN NN NN NN SYM : JJ NNS VBP NN NN VBG NN NN . ,JJ JJ NN RB IN JJ JJ NNP NNP RB VBG NNP NNP NN IN VBG NN . JJ NN IN VBG CC VBG NNP DT NN NNS VBP RB IN JJ CC JJ NN NNP VBD IN NNP JJ NN NN '' JJ JJ NN NN NN '' NNS VBP WRB JJ NN NN VBZ IN NN NN IN VBG DT NN IN JJ : JJ NNS VBP NN NN VBG DT NN NN . 
JJ NNS VBP NNP POS JJ NN NN NN NN NN NN NN NNP : NN NN NN JJ NN VBN JJ NN VBN JJ NN WRB NN VBD JJ NNS VBN NN NN VBZ NNP NN RB VBG PRP '' NN NNP NN NNS NNP NN . ,JJ NNS VBP IN NNP POS NN JJ NN NN IN NN NN IN JJ NN VBZ NN NNP : NN NN NN NN IN NN VBN TO VB NNP RB VB TO JJ NN WRB NN VBZ VBN DT JJ NNS VBP JJ NN NN VBZ DT NNP IN JJ RB IN VBG RB PRP MD '' VB NN PRP$ NNP NN NNS IN NNP NN . 
NNP NNS VBD NN : NN JJ NNP NN NN POS NN VBD JJ CD NN `` JJ `` NNP NNP . NN NNP NN NNS CD . CD VBG NN NN VBZ JJ NN NNP NNP NNP JJR NNS JJ NNP NNP : VBZ JJ NN NN NNP NNP VBG NN NN VB NN JJ NN NNP VBN RB VB NNP NNP NN JJ NNS VBP VBN VBG NN VBZ JJ VBG JJ NN NN NNS VBG NNS VB NN JJ NN NN NN NN VBD JJ NN NN VBG CD NN NN . ,NNP NNS MD VB VBN IN NN : NN JJ NNP NN NN NN '' JJ NN VBD NN IN CD IN DT NN VBZ `` JJ `` NNP NNP . NN NNP NN NNS TO CD . CD VBG NN IN DT NN VBZ DT NN NN NNP NNP NNP RB JJR VBZ DT NN IN NNP NNP : PRP VBZ NN TO DT NN IN DT NN RB NNP NNP VBG NN NN VBZ RB VB NN IN JJ NN NNP VBN RB IN NN NNP NNP VBZ RB VB IN JJ NNS IN NNS VBD VBG DT NN VBZ JJ VBG JJ NN NN NNS VBG NNS MD RB VB CC VB RP IN JJ NN IN NN NN NN MD VB VBN TO RBR JJ NN VBP RB VB WRB VBG CD NN NN . 
NN NN . JJ NNS JJ NN NN JJ NNS NNP NN NNP : NN NNP NNP NNP NN NN NN JJ NNP NN NN VBD VBG JJ NN NNP NN NNS VBP NN NN JJ NN NN NN NN VBN JJ NN NNS NNP NNP VBZ NNP NN NNP JJ VBD NNP NN VBG `` NNP `` `` NNP `` NN VBP VBN RB JJ NN NN NN NN VBN NN NN NNP VBZ NN NN NN NN VBG NN NNS VBP JJ NNS VBP JJ NNP NN VBD NNP NN NN NN NNS VBP JJ NN NNP NNP NNP CD . CD . CD NNP NN . ,NN NN . JJ NNS JJ NN CC NN IN JJ NNS NNP NN NNP : NN NNP NNP NNP MD VB DT NN NN JJ NNP IN NN NN RB VBN IN VBG JJ NN IN PRP NNP NN NNS IN NN NN IN JJ NN IN NN NN CC NN NNS VBD TO VB NNP NNPS IN NNP NNP NNS TO NNP NN IN NNP VBZ JJ JJ NNP VBZ RB VB WRB VBG IN `` NNP `` CC `` JJ `` NN VBP VBN RB JJ NN TO VB NN NN IN NN IN NN NN NNP VBZ NN IN JJ NN NN VBG IN DT NN IN DT NNS NN VBZ RB VB DT NN NN NN NNP IN RB VBN IN NNP NN NN NN NNS VBP IN NN IN NN NNP NNP NNP CD . CD . CD TO DT NNP NN . 
VBN NNP NNP NNP NNP VBD VBG NN NNP NNS VBP NNP NNP NNP NNS VBG NNP NNP NNP NNP NN NNS VBP VBG NNP NNP NNP : NN . NN VBG NNP NNS NNP NN VBG NN NN NN NN VBD NNP NNP VBG NNP NNP NNP NN VBP NN NN NNP NN NNP CC NN : NNP VBZ NN NN NNP NN '' NN RB VBZ NNP NNP VBZ VBG NNP NNP NNP DT NN NNP VBZ RB VBN JJ : NN NN NNP : VBG JJ NN VBZ JJ NN VBD NNP NNP NN VBD JJ RB NN . ,VBN IN DT NNP NNP NNP NNP VBP RB VBN IN VBG DT NN NNP NNS IN NN NNP NNP NNP NNS WRB VBG NNP IN NNP NNP NNP NN NNS VBP VBG NNP NNP NNP : NN . NN VBZ VBG IN NNP NNS NNP NN WRB VBG NN CC NN NN NN VBZ VBN VBN NNP NNP VBG NNP NNP NNP NN VBZ RB VB TO NN NN NNP NN NNP CC NN : NNP VBZ NN NN NNP NN NN '' JJ NN RB IN DT NNS NNP NNP VBZ WRB VBG NNP NNP IN NNP DT NN IN DT NNP VBZ RB VBN RP WRB PRP VBP : NN DT NN NNP : VBG NN IN NN NNS IN JJ NN WRB VBN NNP NNP NN VBZ VBN IN NN IN JJ NN . 
NN VBG NNP . NN NN NNP NN NN JJ NNP NN JJR NNP NN NN JJ CD . CD NNP JJ NN NN NNP NNP VBZ NNP POS RB JJ NNS JJ NNP : CD SYM : NN NNS IN NNS VBP : '' NN NNS . ,NN WRB VBG NN . NN NN IN NNP NN IN DT NN VBZ JJ NNP NN JJR IN IN NNP MD RB VB NN IN JJ CD . CD IN DT JJ NN NN IN DT NNP NNP VBZ NNP NN '' NN RB JJ NNS JJ IN NNP : CD IN NNP : NN NNS IN DT NN SYM : PRP MD '' VB NN NNS . 
